gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene_1322	interaction_vs_onu	12434.5333763648	9.6127799003239	0.124587635921476	77.156772654251	0	0
gene_4925	interaction_vs_onu	6720.10727881526	-3.49470356488041	0.0831396549565923	-42.0341360173435	0	0
gene_412	interaction_vs_onu	10429.1991296384	3.03757627866171	0.0805531316140837	37.7089781340124	0	0
gene_2352	interaction_vs_onu	5973.03635894417	2.97877044714125	0.0791011261557007	37.6577501725818	0	0
gene_5989	interaction_vs_onu	3841.81062586484	2.79850126107658	0.0694037766348016	40.322031404748	0	0
gene_2419	interaction_vs_onu	10359.0184742219	2.63436612601773	0.0627775283115511	41.9635209743198	0	0
gene_6950	interaction_vs_onu	26829.7452189817	2.22960698439084	0.0454681775327014	49.0366472856158	0	0
gene_8037	interaction_vs_onu	1715.6533994264	-4.98817577253469	0.136663573152809	-36.4996733032672	1.12225780804265e-291	1.20081585460563e-288
gene_5946	interaction_vs_onu	7872.10627219754	3.0467352861484	0.0836873790648626	36.4061501291253	3.40250258923399e-290	3.23615801820477e-287
gene_4146	interaction_vs_onu	5245.56773993899	-3.26444253430482	0.0905388791512066	-36.0556985563402	1.1228197897882e-284	9.61133740058702e-282
gene_2632	interaction_vs_onu	1040.79370861967	5.2866961754212	0.147702010449831	35.7929872404607	1.41982817671178e-280	1.10488447205935e-277
gene_6634	interaction_vs_onu	11218.2748854183	1.57923142388539	0.0441934526969388	35.734511053371	1.15132214976688e-279	8.21276466833705e-277
gene_1762	interaction_vs_onu	1704.08270423939	-4.30433988065967	0.120693742191886	-35.6633227414258	1.4647177047113e-278	9.64460273256058e-276
gene_5483	interaction_vs_onu	5514.05342088249	2.22991319558326	0.0636398152641061	35.0395925306993	5.61692766600617e-269	3.43435005864378e-266
gene_8379	interaction_vs_onu	8814.81998041104	1.86875589448242	0.0550150068432906	33.9681116428021	6.59060985853071e-253	3.76104135926819e-250
gene_4334	interaction_vs_onu	4962.65751129807	2.75447562520145	0.0818632059521794	33.6472972584348	3.41504693603223e-248	1.82705011077724e-245
gene_6708	interaction_vs_onu	2541.04870657103	-2.9853843737198	0.0949381109219987	-31.4455843362272	4.82359439710734e-217	2.42882164936699e-214
gene_7477	interaction_vs_onu	16726.3379585231	-1.59432267840317	0.0515587287985415	-30.9224590201353	5.96146593693272e-210	2.83500824556356e-207
gene_8391	interaction_vs_onu	1505.09387311416	-3.95493732001458	0.128002276513892	-30.8973982942043	1.2945532422161e-209	5.83230302808937e-207
gene_4150	interaction_vs_onu	143538.67373119	3.22283622706952	0.106050074629949	30.3897591615592	7.50122257189709e-203	3.21052326077195e-200
gene_4227	interaction_vs_onu	871.139850525061	-3.27963232781375	0.11002756442652	-29.8073700432039	3.13543928179246e-195	1.27806477391159e-192
gene_6998	interaction_vs_onu	179882.54796647	3.42693276534828	0.119167838819003	28.7571948884064	7.36304127303756e-182	2.86489242260007e-179
gene_4899	interaction_vs_onu	11339.2835033494	1.48446579694794	0.0520258486917186	28.5332355795713	4.53524847467835e-179	1.68790117144551e-176
gene_425	interaction_vs_onu	1824.14268481341	2.2247973627074	0.0790475929187074	28.1450361808662	2.75620456040053e-174	9.83046293209524e-172
gene_1970	interaction_vs_onu	582.67167028229	2.83540589779548	0.102011564639535	27.7949456790961	4.99295227449059e-170	1.70958685878558e-167
gene_6516	interaction_vs_onu	2584.74806427892	2.60621384700476	0.0954804265768451	27.2957918229158	4.75866912935387e-164	1.56670029797189e-161
gene_5980	interaction_vs_onu	7546.98083061133	-2.27658632010882	0.0846161754736432	-26.9048595893813	1.92672183028464e-159	6.10842180268019e-157
gene_1109	interaction_vs_onu	27494.895952857	-2.44581085129873	0.090914194102818	-26.9024091940217	2.0582073728978e-159	6.29223396857326e-157
